Name,Data type,Initial Value,Sequence Number
X-HART_E+H_FTL5xB/6x_Parameters,,,
X-HART_E+H_FTL5xB/6x_Parameters.Character Test String,X-HART_ASCII_32,,0
X-HART_E+H_FTL5xB/6x_Parameters.Device Name,X-HART_ASCII_32,,2
X-HART_E+H_FTL5xB/6x_Parameters.Device Serial Number,X-HART_ASCII_32,,3
X-HART_E+H_FTL5xB/6x_Parameters.Device Tag,X-HART_ASCII_32,,1
